chr	begin	end	GSE39312_H9_TAF11.bed	H9cells_H3K23me2_broad_peaks.bed	H9_baker_Smad3_peaks.bed	GSE39312_H9_POL2.bed	H9cells_H3K56ac_broad_peaks.bed	H9_baker_Smad2_3G_peaks.bed	H9_hESC_FAIREseq_broad_peaks.bed	H9cells_H2BK15ac_broad_peaks.bed	Intersected_GSM768310_FOXP1_H9_peaks.bed	GSE39312_H9_TAF7.bed	GSE39312_H9_TAF5.bed	H9cells_H3K18ac_broad_peaks.bed	H9cells_H3K4me2_broad_peaks.bed	H9cells_H3K4me1_broad_peaks.bed	H9cells_H2AK5ac_broad_peaks.bed	H9cells_H3K9ac_broad_peaks.bed	H9cells_H3K4me3_broad_peaks.bed_reordered_features.bed	H9_K79me2_pooled_broad_peaks.bed	GSE39312_H9_TAF3.bed	H9cells_H4K91ac_broad_peaks.bed	H9cells_H3K36me3_broad_peaks.bed	H9cells_H3K79me1_broad_peaks.bed	H9cells_H3K9me3_broad_peaks.bed	H9cells_H4K8ac_broad_peaks.bed	H9cells_H3K4ac_broad_peaks.bed	H9cells_H2BK5ac_broad_peaks.bed	H9_baker_Foxh1_peaks.bed	H9cells_H2BK12ac_broad_peaks.bed	H9cells_H3K27me3_broad_peaks.bed	H9cells_H4K5ac_broad_peaks.bed	H9_baker_Smad4_peaks.bed	GSE39312_H9_TBP.bed
chr11	62524776	62526143	0.0	0.0	0.0	0.0	0.0	0.0	0.594001463058	0.0	0.0	0.0	0.0	0.964886613021	1.0	0.0	0.0	0.921726408193	0.921726408193	0.0914411119239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.665691294806	0.153621068032	0.961228968544	0.0	0.0	0.0	0.0
chr11	62538482	62539193	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.634317862166	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0464135021097	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	62554882	62555561	0.469808541973	0.0	0.0	0.469808541973	0.0	0.0	0.0	0.0	0.443298969072	0.469808541973	0.0	0.907216494845	1.0	0.0	0.0	1.0	1.0	0.0	0.469808541973	0.549337260677	0.0	0.0	0.0	0.0	0.985272459499	0.924889543446	0.0	0.0	0.0	0.0	0.0	0.469808541973
chr11	62607161	62610362	0.0	0.392689784442	0.0624804748516	0.138394251796	0.0	0.144329896907	0.128084973446	0.0	0.0	0.113402061856	0.12402374258	0.994064354889	1.0	0.412371134021	1.0	1.0	1.0	0.0	0.0112464854733	1.0	0.0	0.0	0.0	0.0	0.510465479538	0.735395189003	0.0	0.948141205873	0.0	0.0	0.0	0.124648547329
chr11	62623151	62623933	0.0	1.0	0.0	0.0703324808184	1.0	0.0	0.0	1.0	0.0	0.218670076726	0.554987212276	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.538363171355	1.0	0.843989769821	0.338874680307	0.0	1.0	0.468030690537	1.0	0.0	0.997442455243	0.0	1.0	0.0	0.320971867008
chr11	62647764	62650489	0.131743119266	0.613211009174	0.0	0.0899082568807	0.0	0.0	0.0	0.931743119266	0.0	0.0495412844037	0.128073394495	0.964770642202	1.0	0.372110091743	0.770642201835	1.0	1.0	0.747155963303	0.131743119266	0.92880733945	1.0	1.0	0.439633027523	0.0	0.997798165138	0.92623853211	0.0	1.0	0.0	0.939816513761	0.0	0.131743119266
chr11	63296404	63297883	0.0	0.0	0.198106828938	0.0	0.0	0.135902636917	0.0	0.0	0.0	0.0	0.0	0.984448951995	0.88370520622	0.918864097363	1.0	0.958079783638	0.0	0.0	0.0	0.212981744422	0.0	0.0	0.0	0.0	0.0	0.918187964841	0.0	1.0	0.0	0.0	0.0	0.0
chr11	63298687	63299245	0.0	0.0	0.397849462366	0.0	0.0	0.453405017921	0.0	0.0	0.0	0.0	0.0	0.951612903226	1.0	0.983870967742	1.0	0.0	0.0	0.0	0.0	0.826164874552	0.0	0.0	0.0	0.0	0.0	1.0	0.474910394265	1.0	0.0	0.0	0.0	0.0
chr11	63685155	63688975	0.0	1.0	0.115183246073	0.0	0.0	0.356806282723	0.0	1.0	0.0	0.213089005236	0.179319371728	1.0	1.0	0.406544502618	1.0	1.0	0.934031413613	0.0	0.180366492147	1.0	0.0	0.0	0.0	0.0	1.0	0.954188481675	0.0609947643979	1.0	0.0	0.969109947644	0.152879581152	0.0465968586387
chr11	63742038	63742348	1.0	0.0	0.0	0.0	0.0	0.0	0.351612903226	1.0	0.0	0.522580645161	0.858064516129	1.0	1.0	0.0	0.0	0.877419354839	1.0	0.0	0.522580645161	1.0	0.0	0.341935483871	0.0	0.0	1.0	0.922580645161	0.0	0.0	0.0	1.0	0.0	0.858064516129
chr11	63753572	63755854	0.0	0.0	0.0	0.0626643295355	0.0	0.0	0.0	0.976336546889	0.0	0.200262927257	0.0626643295355	0.463190184049	0.864154250657	0.352760736196	0.0	0.730937773883	0.852760736196	0.574057843996	0.0626643295355	0.275635407537	0.3032427695	1.0	0.0	0.0	0.984662576687	0.369412795793	0.0	0.0	0.0	0.124452234882	0.0	0.113496932515
chr11	64008592	64008808	0.0	1.0	0.0	0.527777777778	0.0	0.0	0.0	1.0	0.0	0.0	0.527777777778	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.527777777778
chr11	64036957	64038104	0.0	0.910200523104	0.0	0.0	0.0	0.0	0.317349607672	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.809938971229	0.0	0.0	0.0	0.0	0.0	0.0
chr11	64071983	64072536	0.520795660036	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.871609403255	0.31103074141	1.0	1.0	0.0	0.833634719711	0.971066907776	1.0	0.0	0.520795660036	0.857142857143	0.0	0.0	0.0	0.0	0.833634719711	1.0	0.0	0.97287522604	0.0	0.839059674503	0.0	0.0
chr11	64084601	64086974	0.0611040876528	0.879056047198	0.0	0.158449220396	0.0	0.0	0.171512852929	0.0	0.0	0.0	0.201854193005	1.0	1.0	0.0	0.0	0.930046354825	1.0	0.0	0.381795195954	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.235566793089
chr11	64529639	64531229	0.0	0.0	0.0	0.15786163522	0.0	0.0	0.0	0.322641509434	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.958490566038	0.0	0.0	0.272955974843	0.28427672956	1.0	0.106289308176	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.710691823899	0.0	0.0
chr11	64545094	64547031	0.0738255033557	0.0	0.0	0.185338151781	0.0	0.0	0.323180175529	0.0	0.0	0.236964377904	0.346411977284	0.628291171915	1.0	0.0	0.0	1.0	1.0	0.0862157976252	0.236964377904	0.0	0.0	0.0604026845638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.236964377904
chr11	64781214	64781491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.454873646209	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.454873646209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	64808364	64809137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.351875808538	0.965071151358	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	64851242	64852247	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58407960199	1.0	1.0	0.0	0.0	1.0	1.0	0.273631840796	0.0	0.0	0.0	1.0	0.0	0.0	0.329353233831	1.0	0.0	0.0	0.0	0.992039800995	0.0	0.0
chr11	64863337	64863629	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.318493150685	0.482876712329	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.431506849315	0.0	0.0	0.0	0.0	1.0	0.0	0.986301369863
chr11	64884873	64885165	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.914383561644	1.0	0.0	1.0	0.736301369863	0.0	0.0	0.0	0.0	0.602739726027	0.0	0.0	1.0	0.0	0.0	0.0	0.0
chr11	64902009	64902963	0.0	1.0	0.0	0.252620545073	0.0	0.0	0.311320754717	1.0	0.0	0.904612159329	0.904612159329	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.3071278826	0.995807127883	0.0	0.146750524109	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.904612159329
chr11	64980076	64981561	0.0	1.0	0.0	0.0	0.0	0.144107744108	0.0	1.0	0.0	0.0	0.0329966329966	1.0	1.0	1.0	0.690909090909	0.461952861953	0.47138047138	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.307744107744
chr11	65186044	65190393	0.0	0.659002069441	0.0	0.0	0.0	0.0620832375259	0.0	1.0	0.0	0.0	0.0	1.0	0.814670039089	0.817199356174	1.0	0.805702460336	0.358013336399	0.0	0.0305817429294	1.0	0.0	0.0	0.222809841343	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0459875833525	0.0521959071051
chr11	65244446	65245554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.865523465704	1.0	0.987364620939	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.947653429603	0.0	1.0	0.0	1.0	0.0	0.0
chr11	65254343	65257594	0.0	0.607505382959	0.0	0.0	0.0	0.0	0.110427560751	1.0	0.0	0.0	0.0	1.0	0.956321131959	1.0	1.0	1.0	0.175638265149	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
chr11	65264639	65268047	0.0	0.0	0.0651408450704	0.0	0.0	0.0953638497653	0.0	0.485328638498	0.182805164319	0.0	0.168427230047	0.796654929577	1.0	0.0	0.518485915493	1.0	1.0	0.759976525822	0.132042253521	0.477699530516	0.0613262910798	0.434272300469	0.0	0.444248826291	0.468309859155	0.763204225352	0.0	0.480340375587	0.0	0.452758215962	0.0	0.318368544601
chr11	65405039	65405300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	65479486	65479984	0.915662650602	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.572289156627	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.801204819277	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
chr11	65728658	65728962	0.0	0.0	0.0	0.1875	0.0	0.0	0.0	0.0	0.0	0.0	0.1875	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.1875	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	65819305	65820446	0.0	0.453111305872	0.0	0.0	0.0	0.0	0.0	0.768624014023	0.566170026293	0.0	0.305872042068	1.0	1.0	0.0	0.0	1.0	1.0	0.476774758983	0.404031551271	0.44347063979	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.801051709027	0.0	0.0	0.0	0.0
chr11	66079505	66079714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
chr11	66137439	66139878	0.0	0.674866748667	0.0	0.0	0.0	0.0820008200082	0.0	0.0	0.0	0.0988109881099	0.205822058221	1.0	1.0	0.120131201312	0.0	0.754817548175	1.0	0.474784747847	0.144321443214	0.272242722427	0.167691676917	0.663796637966	0.0	0.0	0.69823698237	0.717507175072	0.0	0.583845838458	0.0	0.206232062321	0.0	0.0
chr11	66205917	66206492	0.0	1.0	0.0	0.0	0.0	0.0	0.4	0.907826086957	0.0	0.0	0.624347826087	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.624347826087	0.940869565217	0.0	0.0382608695652	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.820869565217	0.0	0.791304347826
chr11	66384138	66384461	0.424148606811	1.0	0.0	0.588235294118	0.931888544892	0.0	0.0	1.0	0.0	0.588235294118	0.588235294118	1.0	1.0	0.0	1.0	1.0	1.0	0.860681114551	0.953560371517	1.0	0.0	1.0	0.727554179567	0.0	1.0	1.0	0.0	0.922600619195	0.0	0.789473684211	0.0	1.0
chr11	66405560	66407371	0.151849806737	0.404748757592	0.0	0.261181667587	0.0	0.0	0.0	0.815019326339	0.0	0.261181667587	0.0	0.680839315295	1.0	0.103810049696	0.0	1.0	1.0	1.0	0.213141910547	1.0	0.0579790171176	1.0	0.0	0.498067366096	0.0	0.70071783545	0.0	0.994478188846	0.0	1.0	0.0	0.261181667587
chr11	66444979	66446063	0.0	1.0	0.0	0.229704797048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.301660516605	0.0	0.0	0.0525830258303	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.427121771218
chr11	67006958	67008231	0.0	1.0	0.0	0.0	0.0	0.230950510605	0.0	1.0	0.525530243519	0.0	0.0	1.0	1.0	0.221523959152	0.930871956009	1.0	1.0	0.363707776905	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.992144540456	0.0	0.95758051846	0.0	0.0
chr11	67395121	67396590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.953710006807	0.0	0.0	0.0	1.0	0.392784206943	0.840027229408	0.921715452689	0.0	0.0	0.0	0.0	1.0	0.592239618788	0.0	0.0	0.705241660994	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	67889201	67889664	0.0	0.796976241901	0.0	0.0	0.0	0.0	0.0	0.937365010799	0.0	0.0	0.0	1.0	1.0	0.0777537796976	0.835853131749	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.935205183585	0.0	1.0	0.0	0.902807775378	0.0	0.0
chr11	67894646	67895603	0.0	0.329153605016	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.211076280042	0.0	0.0	0.0	1.0	0.0	0.0	0.264367816092	0.0	1.0	1.0	0.0	1.0	0.0	0.358411703239	0.0	0.0
chr11	67980083	67981666	0.0	0.0	0.0	0.0	0.0	0.546430827543	0.0	0.0423246999368	0.0	0.0	0.0612760581175	0.608338597599	1.0	0.0	0.0	1.0	1.0	0.0404295641188	0.0	0.367656348705	0.0	0.0638029058749	0.0	0.0	0.122552116235	1.0	0.0	0.437776373973	0.0	0.391661402401	0.200884396715	0.0
chr11	68227579	68228393	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.386977886978	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.386977886978
chr11	69453084	69454374	0.0	0.0	0.0	0.0	0.0	0.223255813953	0.0	0.408527131783	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.914728682171	1.0	0.0	0.0	0.772868217054	0.0	0.0	0.0	0.0	0.348837209302	0.0	0.0	1.0	0.0	0.298449612403	0.126356589147	0.0
chr11	69516826	69517194	0.0	0.0	0.165760869565	0.0	0.0	0.23097826087	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.372282608696	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
chr11	70492725	70493877	0.0	0.0	0.0	0.0	0.0	0.0	0.463541666667	0.0190972222222	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.236979166667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.305555555556	0.0	1.0	0.0	0.0	0.0	0.0
chr11	70956603	70957730	0.0	0.715173025732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.90594498669	0.769299023957	0.0	0.0	0.945874001775	0.0	0.217391304348	0.0	0.0	0.787045252884	1.0	0.0	1.0	0.0	0.0	0.0	0.0
chr11	71791388	71792361	0.0	0.0	0.0	0.0	0.0	0.0	0.350462487153	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
chr11	71813788	71815294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.907038512616	0.0	0.0	0.0	1.0	1.0	0.385790172643	0.0	1.0	0.729747675963	0.0896414342629	0.0	1.0	0.0	0.990703851262	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.986719787517	0.0	0.0
chr11	71822848	71824130	0.0	0.0	0.0	0.0	0.0	0.0	0.53120124805	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.172386895476	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
chr11	72525599	72525963	1.0	1.0	0.0	0.752747252747	0.0	0.0	0.0	0.0	0.0	0.126373626374	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.445054945055
chr11	73490290	73490930	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.6671875	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.640625	0.0	0.0
chr11	73498800	73499145	0.0	0.736231884058	0.0	0.397101449275	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.397101449275	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.797101449275	0.0	0.397101449275
chr11	73587433	73587945	0.2578125	0.0	0.0	0.4140625	0.0	0.0	0.0	0.0	0.0	0.2578125	0.251953125	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.65625	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.826171875	0.0	0.2578125
chr11	73694123	73694643	0.0	1.0	0.0	0.186538461538	0.0	0.0	0.0	1.0	0.0	0.848076923077	0.515384615385	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
chr11	74203199	74205125	0.0	0.0	0.0	0.0	0.0	0.230529595016	0.0	0.155244029076	0.0	0.0	0.0	0.992211838006	1.0	0.251298026999	0.0	0.971962616822	0.984942886812	0.0	0.0	0.0	0.0	0.0711318795431	0.0	0.0	0.0	1.0	0.0	0.178608515057	0.0	0.0	0.0	0.0
chr11	75039935	75043401	0.0	0.0	0.0631852279284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.948932487017	0.0	0.959319099827	0.98038084247	0.0	0.0	0.0	0.0	1.0	0.0	0.236295441431	0.0	0.0	0.346508944028	0.585978072706	0.0	0.98961338719	0.0	0.0	0.0	0.0
chr11	75110219	75111601	0.0	0.0	0.0	0.183068017366	0.0	0.0	0.0	0.0	0.0	0.246743849493	0.320549927641	0.998552821997	1.0	0.0	0.327785817656	0.868306801737	0.94500723589	0.743125904486	0.330680173661	0.371201157742	0.0542691751085	0.819102749638	0.0	0.0	0.448625180897	0.837192474674	0.0	0.73010130246	0.0	0.354558610709	0.0	0.246743849493
chr11	76155382	76155656	0.0	0.0	0.0	0.0912408759124	0.0	0.0	0.0	1.0	0.0	0.383211678832	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.321167883212	0.762773722628	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0912408759124
chr11	76165952	76167145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.958088851635	0.961441743504	0.0	1.0	0.889354568315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
chr11	77181252	77183382	0.0	0.0	0.0	0.0	0.0	0.0	0.171830985915	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.902816901408	0.232863849765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.917370892019	0.0	0.583098591549	0.0	0.0	0.0	0.0
chr11	77259101	77259734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.957345971564	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
chr11	77347757	77349045	0.0	0.0	0.0	0.194875776398	0.0	0.0	0.0	0.0	0.0	0.263198757764	0.194875776398	0.493788819876	1.0	0.0	0.0	1.0	1.0	0.799689440994	0.294254658385	0.0	0.0	0.80900621118	0.0	0.0	0.205745341615	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	79183823	79184295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.436440677966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	82783103	82783571	0.373931623932	1.0	0.0	0.0	1.0	0.0	0.0	0.963675213675	0.0	0.373931623932	0.373931623932	1.0	1.0	0.0	0.852564102564	1.0	1.0	0.196581196581	0.373931623932	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.373931623932
chr11	83435553	83436610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.811731315043	0.0	0.0	0.838221381268	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
chr11	84254370	84254707	0.0	0.0	0.0	0.0	0.0	0.0	0.350148367953	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.359050445104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	85181356	85182237	0.0	0.0	0.0	0.0	0.0	0.0	0.413166855846	0.0	0.0	0.0	0.0	0.154370034052	0.794551645857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.440408626561	0.0	0.0	0.0	0.0
chr11	85194901	85195288	0.0	1.0	0.0	0.0	1.0	0.0	0.829457364341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.997416020672	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
chr11	85430010	85430664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	85779268	85781817	0.0	0.0	0.0	0.0	0.0	0.242840329541	0.0	0.0	0.0	0.0	0.223224794037	1.0	0.81129854845	0.0	0.0	0.692428403295	0.737936445665	0.1439780306	0.0	1.0	0.0	0.184386033739	0.0	0.0	0.193016869361	0.9027069439	0.130639466457	0.52295017654	0.0	0.0	0.0827775598274	0.0
chr11	85955141	85956068	0.0	0.0	0.0	0.285868392665	0.0	0.0	0.0	0.0	0.0	0.0	0.285868392665	0.516720604099	1.0	0.0	0.0	1.0	1.0	0.0	0.285868392665	0.0	0.0	0.0	0.0	0.0	0.0	0.950377562028	0.299892125135	0.949298813376	0.0	0.473570658037	0.0	0.391585760518
chr11	88034171	88034944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.429495472186	0.79042690815	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.959896507115	0.0	0.0	0.0	0.0
chr11	88040887	88042358	0.0	0.0	0.0	0.0	0.0	0.0	0.194425560843	0.261046906866	0.0	0.0	0.0	1.0	1.0	0.196464989803	0.993201903467	0.853161114888	0.0	0.0	0.0	0.0	0.167912984364	0.112168592794	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
chr11	90171587	90172106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.947976878613	0.0	0.921001926782	0.0	0.0	0.0	0.0
chr11	92438455	92438918	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.995680345572	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.855291576674	0.0	0.0	0.0	1.0	0.0	0.0
chr11	92804970	92807315	0.0	0.0	0.0	0.0	0.0	0.0	0.515991471215	0.0	0.0	0.0	0.0	0.650746268657	0.978251599147	0.416631130064	0.991044776119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0
chr11	92850099	92850844	0.0	0.0	0.0	0.0	0.0	0.0	0.457718120805	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.754362416107	0.0	0.0	0.0	0.0	0.0	0.0
chr11	92930357	92930927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29649122807	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.975438596491	0.0	0.0	0.0	0.0	0.875438596491	1.0	0.0	0.931578947368	0.0	0.987719298246	0.0	0.0
chr11	93210672	93211553	0.0	0.0	0.0	0.0	0.0	0.0	0.306469920545	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
chr11	93517455	93518162	0.0	0.0	0.0	0.386138613861	0.0	0.0	0.0	0.684582743989	0.0	0.804809052334	0.0693069306931	1.0	1.0	0.0	0.0	1.0	1.0	0.811881188119	0.635077793494	0.970297029703	0.0	0.896746817539	0.0	0.0	1.0	0.968882602546	0.0	0.806223479491	0.0	0.824611032532	0.0	0.386138613861
chr11	93861577	93862637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.294339622642	0.294339622642	1.0	1.0	0.0	0.0	1.0	1.0	0.210377358491	0.294339622642	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
chr11	94226414	94227505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.233730522456	0.901008249313	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.964252978918	0.0	0.0	0.0	0.0	0.0	0.0
